id_natureza,codigo,glossario,nome,tipo_natureza,,
1248,"Art. 16 Parágrafo único, Inc.VI do ESTATUTO DE DESARMAMENTO","Possuir, deter, portar, adquirir, fornecer, receber, ter em depósito, transportar, ceder, ainda que gratuitamente, emprestar, remeter, empregar, manter sob sua guarda ou ocultar arma de fogo, acessório ou munição de uso proibido ou restrito, sem autorização e em desacordo com determinação legal ou regulamentar:  Parágrafo único. Nas mesmas penas incorre quem: VI ¿ produzir, recarregar ou reciclar, sem autorização legal, ou adulterar, de qualquer forma, munição ou explosivo",Posse ou porte ilegal de arma de fogo de uso restrito - Concurso de Agentes,Tipica,,
1043,Art. 17 - Caput - do ESTATUTO DE DESARMAMENTO,"Adquirir, alugar, receber, transportar, conduzir, ocultar, ter em depósito, desmontar, montar, remontar, adulterar, vender, expor à venda, ou de qualquer forma utilizar, em proveito próprio ou alheio, no exercício de atividade comercial ou industrial, arma de fogo, acessório ou munição, sem autorização ou em desacordo com determinação legal ou regulamentar:",Comércio ilegal de arma de fogo,Tipica,,
1044,Art. 17 Parágrafo único do ESTATUTO DE DESARMAMENTO,"Parágrafo único. Equipara-se à atividade comercial ou industrial, para efeito deste artigo, qualquer forma de prestação de serviços, fabricação ou comércio irregular ou clandestino, inclusive o exercido em residência.",Comércio ilegal de arma de fogo,Tipica,,
1045,Art. 18 do ESTATUTO DE DESARMAMENTO,"Importar, exportar, favorecer a entrada ou saída do território nacional, a qualquer título, de arma de fogo, acessório ou munição, sem autorização da autoridade competente:",Tráfico internacional de arma de fogo,Tipica,,
1539,"Art. 40, Inc. I da LEI DE DROGAS","As penas previstas nos arts. 33 a 37 desta Lei são aumentadas de um sexto a dois terços, se: I - a natureza, a procedência da substância ou do produto apreendido e as circunstâncias do fato evidenciarem a transnacionalidade do delito",Transnacionalidade,Tipica,,
1076,Art. 28 - Caput - da LEI DE DROGAS,"Quem adquirir, guardar, tiver em depósito, transportar ou trouxer consigo, para consumo pessoal, drogas sem autorização ou em desacordo com determinação legal ou regulamentar",Consumo pessoal de drogas - advertência,Tipica,,
1551,"Art. 28, § 1º da LEI DE DROGAS","§ 1°  Às mesmas medidas submete-se quem, para seu consumo pessoal, semeia, cultiva ou colhe plantas destinadas à preparação de pequena quantidade de substância ou produto capaz de causar dependência física ou psíquica.","Consumo pessoal de drogas - semear, cultivar ou colher",Tipica,,
1077,"Art. 28, Inc. II da LEI DE DROGAS",II - prestação de serviços à comunidade,false,true,,
1078,"Art. 28, Inc. III da LEI DE DROGAS",III - medida educativa de comparecimento a programa ou curso educativo.,Consumo pessoal de drogas - medidas educativas,Tipica,,
1079,Art. 33 - Caput - da LEI DE DROGAS,"Importar, exportar, remeter, preparar, produzir, fabricar, adquirir, vender, expor à venda, oferecer, ter em depósito, transportar, trazer consigo, guardar, prescrever, ministrar, entregar a consumo ou fornecer drogas, ainda que gratuitamente, sem autorização ou em desacordo com determinação legal ou regulamentar:",Tráfico de Drogas,Tipica,,
1334,"Art. 33, § 1º, I, da LEI DE DROGAS","importa, exporta, remete, produz, fabrica, adquire, vende, expõe à venda, oferece, fornece, tem em depósito, transporta, traz consigo ou guarda, ainda que gratuitamente, sem autorização ou em desacordo com determinação legal ou regulamentar, matéria-prima, insumo ou produto químico destinado à preparação de drogas",Tráfico de Drogas,Tipica,,
1098,,,Localização De Pessoa,Atipica,,
1099,,,Localização de veículo,Atipica,,
1525,,,Auto lesão - Outros,Atipica,,
1653,,,Emegência psiquiátrica,Atipica,,
1654,,,Envenenamento / intoxicação exógena,Atipica,,
1655,,,Evacuação de área,Atipica,,
1656,,,Funeral cortejo fúnebre / Honras,Atipica,,
1657,,,Imóvel fechado,Atipica,,
1658,,,Incêndio em edificação,Atipica,,
1659,,,Incêndio em meio de transporte,Atipica,,
1660,,,Incêndio em vegetação,Atipica,,
1661,,,Laudo de exigência de análise,Atipica,,
1662,,,Laudo de vistoria,Atipica,,
1663,,,Licença provisória,Atipica,,
1664,,,Licença temporária,Atipica,,
1665,,,Licença vinculada,Atipica,,
1666,,,Limpeza / lavagem de via,Atipica,,
1667,,,Mapeamento de área de risco,Atipica,,
1668,,,Montagem de tendas / barracas / abrigos,Atipica,,
1669,,,Naufrágio,Atipica,,
1670,,,Notificação,Atipica,,
1671,,,Objeto preso à pessoa,Atipica,,
1672,,,Obstrução de via aérea por corpo estranho - OVACE,Atipica,,
1673,,,Parto de emergência,Atipica,,
1674,,,Pessoas presas em elevador,Atipica,,
1675,,,Prevenção - Arraial Festas Juninas,Atipica,,
1100,..,Perda ou extravio,Perda ou extravio,Atipica,,
1094,Danos materiais causados à própria pessoa,Danos materiais causados à própria pessoa,Danos materiais causados à própria pessoa,Atipica,,
1096,Lesão Por Acidente De Trabalho,Lesão Por Acidente De Trabalho,Lesão Por Acidente De Trabalho,Atipica,,
1092,,,Abandono do lar,Atipica,,
1141,"Art. 121, § 2° , Inc. VI do CPB",Se o homicídio é cometido: VI - contra a mulher por razões da condição de sexo feminino:,Homicidío Qualificado - Feminicídio,Tipica,,
1526,,,Desaparecimento de pessoa ,Atipica,,
1585,,,Achado de feto,Atipica,,
1129,,,Achado de cadáver,Atipica,,
1130,,,Achado de ossada,Atipica,,
1135,,,Morte a esclarecer ,Tipica,,
5,"Art. 121, § 2° , Inc. III do CPB","Se o homicídio é cometido: III - com emprego de veneno, fogo, explosivo, asfixia, tortura ou outro meio insidioso ou cruel, ou de que possa resultar perigo comum;",Homicídio Qualificado - meio insidioso ou cruel,Tipica,,
1,Art. 121 - Caput - do CPB,Matar alguém,Homicídio,Tipica,,
2,"Art. 121, § 1° , do CPB","Se o agente comete o crime impelido por motivo de relevante valor social ou moral, ou sob o domínio de violenta emoção, logo em seguida a injusta provocação da vítima, ou juiz pode reduzir a pena de um sexto a um terço.",Homicídio  Privilegiado,Tipica,,
3,"Art. 121, § 2° , Inc. I do CPB","Se o homicídio é cometido: I - mediante paga ou promessa de recompensa, ou por outro motivo torpe;",Homicídio Qualificado - motivo torpe,Tipica,,
4,"Art. 121, § 2° , Inc. II do CPB",Se o homicídio é cometido: II - por motivo fútil,true,true,,
6,"Art. 121, § 2° , Inc. IV do CPB","Se o homicídio é cometido: IV - à traição, de emboscada, ou mediante dissimulação ou outro recurso que dificulte ou torne impossível a defesa do ofendido;",Homicídio Qualificado - impossibilidade defesa do ofendido,Tipica,,
7,"Art. 121, § 2° , Inc. V do CPB","Se o homicídio é cometido: V - para assegurar a execução, a ocultação, a impunidade ou vantagem de outro crime à traição, de emboscada, ou mediante dissimulação ou outro recurso que dificulte ou torne impossível a defesa do ofendido;","Homicídio Qualificado - execução, ocultação, impunidade ou vantagem de outro crime",Tipica,,
1199,"Art. 121, § 2° , Inc. VI do CPB",Se o homicídio é cometido: VI - contra a mulher por razões da condição de sexo feminino  (Incluído pela Lei 13.104/2015),Homicídio Qualificado - Feminicídio - Razões de gênero,Tipica,,
1220,"Art. 121, § 2° , Inc. VII do CPB","Contra autoridade ou agente descrito nos arts. 142 e 144 da Constituição Federal, integrantes do sistema prisional e da Força Nacional de Segurança Pública, no exercício da função ou em decorrência dela, ou contra seu cônjuge, companheiro ou parente consanguíneo até terceiro grau, em razão dessa condição (Incluído pela Lei 13.142/2015)",Homicídio  contra Agente de Segurança Pública e familiares,Tipica,,
1201,"Art. 121, § 2° A, Inc. II do CPB",Considera-se que há razões de condição de sexo feminino quando o crime envolve: II - menosprezo ou discriminação à condição de mulher.,Homicídio Qualificado - Feminicídio - Menosprezo e discriminação,Tipica,,
1200,"Art. 121, § 2º-A, Inc. I do CPB",Considera-se que há razões de condição de sexo feminino quando o crime envolve: I - violência doméstica e familiar,true,true,,
8,"Art. 121, § 3° do CPB",Se o homicídio é culposo: ,Homicídio culposo,Tipica,,
9,"Art. 121, § 4° , primeira parte do CPB","No homicídio culposo, a pena é aumentada de 1/3 (um terço), se o crime resulta de inobservância de regra técnica de profissão, arte ou ofício, ou se o agente deixa de prestar imediato socorro à vítima, não procura diminuir as consequências do seu ato, ou foge para evitar prisão em flagrante. Sendo  o homicídio, a pena é aumentada de 1/3 (um terço) se o crime é praticado contra pessoa menor de 14 (quatorze) ou maior de 60 (sessenta) anos.",Homicídio Culposo - Aumento de pena,Tipica,,
1288,"Art. 121, § 4° , segunda parte do CPB","Sendo doloso o homicídio, a pena é aumentada de 1/3 (um terço) se o crime é praticado contra pessoa menor de 14 (quatorze) ou maior de 60 (sessenta) anos",Homicídio  contra pessoa menor de 14 e pessoa maior de 60 anos - Aumento de pena,Tipica,,
10,"Art. 121, § 5° do CPB","Na hipótese de homicídio culposo, o juiz poderá deixar de aplicar a pena, se as conseqüências da infração atingirem o próprio agente de forma tão grave que a sanção penal se torne desnecessária.    ",Homicídio culposo - Desnecessidade de aplicação da pena,Tipica,,
11,"Art. 121, § 6° do CPB","A pena é aumentada de 1/3 (um terço) até a metade se o crime for praticado por milícia privada, sob o pretexto de prestação de serviço de segurança, ou por grupo de extermínio. ",Homicídio  - Aumento de Pena - Milícia Privada,Tipica,,
1204,"Art. 121, § 7° , Inc. III do CPB",A pena do feminicídio é aumentada de 1/3 (um terço) até a metade se o crime for praticado: na presença de descendente ou de ascendente da vítima  (Incluído pela Lei 13.104/2015),Homicídio Qualificado-Feminicídio-Aumento de Pena-Presença de ascendente ou descendente - Lei Maria da Penha,Tipica,,
1202,"Art. 121, § 7°, Inc. I do CPB",A pena do feminicídio é aumentada de 1/3 (um terço) até a metade se o crime for praticado: I - durante a gestação ou nos 3 (três) meses posteriores ao parto  (Incluído pela Lei 13.104/2015),Homicídio Qualificado - Feminicídio - Aumento de Pena - Gestante - Lei Maria da Penha,Tipica,,
1203,"Art. 121, § 7°, Inc. II do CPB","A pena do feminicídio é aumentada de 1/3 (um terço) até a metade se o crime for praticado: contra pessoa menor de 14 (catorze) anos, maior de 60 (sessenta) anos ou com deficiência  (Incluído pela Lei 13.104/2015)",Homicídio Qualificado - Feminicídio - Aumento de Pena - Menor de 14 e maior de 60 anos ou deficiência - Lei Maria da Penha,Tipica,,
12,Art. 122 - Caput - primeira parte do CPB,"Induzir ou instigar alguém a suicidar-se ou prestar-lhe auxílio para que o faça - Pena - reclusão, de dois a seis anos, se o suicídio se consuma",Induzir ou instigar alguém a suicidar-se,Tipica,,
1293,Art. 122 - Caput - segunda parte do CPB,"Induzir ou instigar alguém a suicidar-se ou prestar-lhe auxílio para que o faça - Pena - reclusão, de um a três anos, se da tentativa de suicídio resulta lesão corporal de natureza grave",Induzir ou instigar alguém a suicidar-se,Tipica,,
1289,"Art. 122, Parágrafo único, Inc. I primeira parte do CPB ",Induzir ou instigar alguém a suicidar-se ou prestar-lhe auxílio para que o faça - Parágrafo Único: A pena é duplicada: I - se o crime é praticado por motivo egoístico - resultado morte,Induzir ou instigar alguém a suicidar-se,Tipica,,
1127,,,Morte por Eletrocussão,Atipica,,
35,Art. 131 do CPB,"Praticar, com o fim de transmitir a outrem moléstia grave de que está contaminado, ato capaz de produzir o contágio:",Perigo de contágio de moléstia grave,Tipica,,
1290,"Art. 122, Parágrafo único, Inc. I segunda parte do CPB ",Induzir ou instigar alguém a suicidar-se ou prestar-lhe auxílio para que o faça - Parágrafo Único: A pena é duplicada: I - se o crime é praticado por motivo egoístico - resultado lesão corporal grave,Induzir ou instigar alguém a suicidar-se,Tipica,,
1291,"Art. 122, Parágrafo único, Inc. II primeira parte do CPB ","Induzir ou instigar alguém a suicidar-se ou prestar-lhe auxílio para que o faça - Parágrafo Único: A pena é duplicada: II - II - se a vítima é menor ou tem diminuída, por qualquer causa, a capacidade de resistência - resultado morte",Induzir ou instigar alguém a suicidar-se,Tipica,,
39,"Art. 133, § 2° do CPB",Se resulta a morte:,Abandono de Incapaz resultado morte,Tipica,,
114,"Art. 163 Parágrafo único, Inc. IV do CPB",Se o crime é cometido: IV - por motivo egoístico ou com prejuízo considerável para a vítima:,Dano qualificado,Tipica,,
1292,"Art. 122, Parágrafo único, Inc. II segunda parte do CPB ","Induzir ou instigar alguém a suicidar-se ou prestar-lhe auxílio para que o faça - Parágrafo Único: A pena é duplicada: II - II - se a vítima é menor ou tem diminuída, por qualquer causa, a capacidade de resistência - resultado lesão corporal grave",Induzir ou instigar alguém a suicidar-se,Tipica,,
13,Art. 123 do CPB,"Matar, sob a influência do estado puerperal, o próprio filho, durante o parto ou logo após:",Infanticídio,Tipica,,
14,Art. 124 do CPB,Provocar aborto em si mesma ou consentir que outrem lho provoque: ,Aborto provocado pela gestante ou com seu consentimento,Tipica,,
